name,ra,dec,pmra,pmdec,mag,alias
tau Dra,288.887439,73.355522,-129.43,93.738,4.45,
1 Vul,289.05433,21.390429,-0.383,-5.809,4.77,
tet Lyr,289.092062,38.133729,-0.8,0.36,4.38,
tau Pav,289.119217,-69.190827,6.769,-29.998,6.255,
22 Aql,289.129297,4.834793,14.656,-11.367,5.569,
RY Sgr,289.136528,-33.522317,8.957,-0.277,6.25,
kap Cyg,289.275701,53.368458,59.476,123.003,3.76,
d Sgr,289.408663,-18.952906,-10.417,-10.913,4.878,
2 Vul,289.431814,23.025539,0.956,-6.636,5.43,
ome01 Aql,289.454163,11.595424,1.07,13.64,5.283,
23 Aql,289.635398,1.085128,12.333,17.864,5.28,
U Sge,289.701701,19.610478,0.146,1.076,6.58,
24 Aql,289.712282,0.339041,10.742,11.097,6.404,
28 Aql,289.91395,12.374679,4.249,16.199,5.518,
ome02 Aql,289.971112,11.534964,44.335,22.475,6.012,
f Aql,290.137109,-5.415768,112.516,46.738,4.99,
d Aql,290.148693,-0.892159,5.652,3.825,5.451,
pi. Dra,290.167047,65.714532,14.587,41.076,4.59,
UX Dra,290.397992,76.559599,-6.351,-0.287,5.94,
rho01 Sgr,290.418166,-17.847198,-26.658,21.579,3.93,
ups Sgr,290.43176,-15.955017,0.778,-5.855,4.61,
rho02 Sgr,290.462064,-18.308389,102.361,-93.091,5.845,
bet01 Sgr,290.65958,-44.458958,2.89,-18.125,4.01,Arkab Prior
3 Vul,290.712023,26.262407,0.922,-10.27,5.192,
eta Tel,290.713358,-54.423929,25.824,-82.965,5.02,
bet02 Sgr,290.804739,-44.799779,93.45,-54.09,4.27,Arkab Posterior
alf Sgr,290.971562,-40.615936,30.49,-119.21,3.943,Rukbat
2 Cyg,291.031576,29.621336,12.235,11.229,4.977,
2 Sge,291.091967,16.937721,-5.672,-16.525,6.247,
3 Sge,291.189203,16.957021,36.351,-14.256,6.842,
b Aql,291.2425,11.944413,721.292,642.968,5.17,
chi01 Sgr,291.318711,-24.508567,44.119,-54.969,5.009,
48 Sgr,291.343094,-24.412101,2.996,-2.844,7.28,
4 Vul,291.369177,19.798353,87.69,-73.705,5.16,
chi03 Sgr,291.373581,-23.962454,-18.53,-12.145,5.43,
del Aql,291.374589,3.114779,254.54,82.51,3.36,
4 Cyg,291.538029,36.317898,4.497,13.514,5.15,
5 Vul,291.555192,20.097734,3.431,-35.132,5.591,
50 Sgr,291.579822,-21.776692,37.54,-4.252,5.569,
nu. Aql,291.629538,0.338571,-0.562,-2.294,4.72,
iot01 Cyg,291.858164,52.320438,-12.096,-26.956,5.75,
alf Vul,292.176375,24.664906,-126.197,-106.865,4.45,Anser
8 Vul,292.237847,24.768683,8.713,16.613,5.812,
c Aql,292.254112,1.950449,-2.892,-32.443,5.783,
7 Vul,292.337074,20.27974,2.291,-15.856,6.326,
U Aql,292.339006,-7.044073,0.969,-11.962,6.61,
iot Cyg,292.426492,51.729778,20.804,127.895,3.755,
mu. Tel,292.644216,-55.110053,38.548,-11.54,6.285,
e Aql,292.665983,-2.788887,20.64,-10.63,5.03,
bet01 Cyg A,292.680358,27.959678,-1.5,-1.4,3.2,
bet02 Cyg,292.68915,27.965275,-1.078,-1.54,5.11,
8 Cyg,292.943007,34.452969,1.16,-3.47,4.72,
sig Dra,293.089959,69.661176,597.384,-1738.286,4.68,Alsafi
mu. Aql,293.522304,7.37894,213.28,-156.953,4.45,
9 Vul,293.645404,19.773401,12.1,5.142,5,
9 Cyg,293.712201,29.462968,14.908,14.425,5.407,
37 Aql,293.780241,-10.560443,7.724,-2.801,5.12,
iot Tel,293.80411,-48.099199,-8.19,-36.977,4.879,
11 Cyg,293.951268,36.944541,4.001,-1.408,6.034,
h01 Sgr,294.006889,-24.719081,6.459,-26.154,5.64,
tet Cyg,294.110554,50.221101,-5.854,263.66,4.48,
h02 Sgr,294.176805,-24.883621,69.625,-23.325,4.598,
iot Aql,294.180324,-1.286599,-1.426,-21.644,4.36,
kap Aql,294.222706,-7.027477,1.63,-2.65,4.96,
eps Sge,294.322471,16.462804,16.543,13.955,5.659,
42 Aql,294.447158,-4.64764,105.195,-53.71,5.68,
sig Aql,294.79851,5.397772,4.528,-4.507,5.17,
phi Cyg,294.844191,30.153321,1.52,35.883,4.673,
14 Cyg,294.860386,42.818261,17.08,33.091,5.4,
53 Sgr,294.956071,-23.427682,5.634,-35.939,6.321,
alf Sge,295.02413,18.013891,15.076,-20.287,4.38,Sham
45 Aql,295.180487,-0.621223,17.674,6.335,5.637,
e01 Sgr,295.180762,-16.293271,68.437,-50.621,5.296,
bet Sge,295.262245,17.476042,8.18,-33.113,4.38,
QS Aql,295.273035,13.815681,-0.04,-11.47,5.99,
16 Cyg A,295.453972,50.525061,-148.034,-159.03,5.95,
16 Cyg B,295.466552,50.517525,-134.482,-162.698,6.2,
46 Aql,295.553385,12.193261,-0.422,-8.319,6.321,
e02 Sgr,295.62972,-16.123998,66.502,-9.814,5.045,
chi Aql A,295.641702,11.826582,4.4,-10.5,5.66,
10 Vul,295.92882,25.77192,17.819,15.19,5.497,
15 Cyg,296.069188,37.354356,72.665,35.379,4.887,
psi Aql,296.142461,13.302778,0.897,-8.203,6.243,
del Cyg,296.24366,45.13081,44.07,48.66,2.87,Fawaris
ups Aql,296.416447,7.613157,53.593,-0.223,5.91,
gam Aql,296.564917,10.613261,16.99,-2.98,2.72,Tarazed
f Sgr,296.590581,-19.761114,-129.803,-90.543,4.873,
17 Cyg,296.606667,33.727598,22.745,-448.311,5,
del Sge,296.84694,18.534313,7.277,0.318,3.81,
nu. Tel,297.00499,-56.362611,90.983,-137.406,5.33,
eps Dra,297.043127,70.26793,79.486,40.041,3.91,Tyl
pi. Aql A,297.175244,11.815896,17.838,-9.891,6.23,
zet Sge,297.244415,19.142042,17.63,26.27,5.034,
chi Cyg,297.641339,32.914049,-24.085,-41.239,4.24,
19 Cyg,297.641647,38.722418,11.629,105.208,5.12,
V380 Cyg,297.655528,40.59976,-3.125,-8.067,5.68,
d Cyg,297.657181,52.987997,-10.838,-69.524,5.03,
51 Aql,297.694932,-10.763509,-32.904,32.353,5.39,
omi Aql,297.756848,10.41572,241.713,-136.695,5.12,
12 Vul,297.767118,22.610048,23.404,-15.797,4.96,
57 Sgr,298.050017,-19.045002,-2.165,-60.735,5.896,
9 Sge,298.090687,18.671875,-0.24,-10.123,6.23,
eta Aql,298.118204,1.005659,8.89,-8.322,3.8,
23 Cyg,298.322409,57.523474,6.036,9.787,5.132,
13 Vul,298.365399,24.079613,22.325,36.51,4.64,
56 Aql,298.534485,-8.574211,6.321,-19.121,5.79,
ksi Aql,298.562006,8.461454,101.694,-81.141,4.707,Libertas
57 Aql A,298.656885,-8.227289,7.858,-25.896,5.71,
57 Aql B,298.658596,-8.237053,12.079,-25.747,6.44,
58 Aql,298.686645,0.273625,39.657,-13.766,5.631,
iot Sgr,298.815404,-41.868288,22.61,51.4,4.13,
bet Aql,298.828303,6.406764,45.944,-480.965,3.71,Alshain
psi Cyg,298.907452,52.438939,-37.044,-27.97,5.02,
ome Sgr,298.959844,-26.299359,209.41,62.39,4.7,Terebellum
22 Cyg,298.96567,38.486719,3.676,-2.695,4.946,
10 Sge,299.005262,16.634795,0.375,-7.1,5.36,
phi Aql,299.059383,11.423723,32.745,5.63,5.278,
eta Cyg,299.076549,35.083423,-34.165,-28.393,3.88,
b Sgr,299.236798,-27.1699,10.46,-15.52,4.528,
11 Sge,299.439356,16.789161,11.609,18.605,5.534,
g Sgr,299.487622,-15.491468,17.267,-110.707,4.998,
gam Sge,299.689284,19.492146,65.005,22.721,3.47,
60 Sgr,299.738342,-26.195762,26.283,27.104,4.846,
14 Vul,299.793903,23.101279,-68.157,6.926,5.66,
69 Dra,299.902612,76.481393,-27.118,-59.339,6.2,
tet01 Sgr,299.934076,-35.276307,5.6,-25.81,4.37,
tet02 Sgr,299.963987,-34.697799,108.519,-69.521,5.299,
25 Cyg,299.97998,37.042885,0.93,-0.226,5.19,
13 Sge,300.013783,17.516508,1.272,-13.365,5.35,
mu.01 Pav,300.096222,-66.949421,-17.321,-190.056,5.76,
eps Pav,300.148148,-72.910505,81.78,-132.16,3.94,
15 Vul,300.275202,27.753573,57.817,3.994,4.651,
e Cyg,300.339847,50.104693,16.4,5.49,5.048,
e Dra,300.368935,64.820976,9.282,-11.929,5.27,
mu.02 Pav,300.46859,-66.943964,38.596,-70.984,5.331,
63 Sgr,300.494164,-13.637215,36.999,11.169,5.69,
16 Vul,300.505965,24.938043,89.31,69.44,5.23,
65 Dra,300.584237,64.63442,42.13,11.588,6.25,
c Sgr,300.664504,-27.709846,32.97,14,4.58,
rho Dra,300.704469,67.873564,16.44,47.31,4.5,
14 Sge,300.875061,16.031252,5.42,-8.189,5.658,
15 Sge,301.02592,17.070188,-387.472,-419.497,5.788,
tau Aql,301.034645,7.277964,14.201,12.049,5.508,
62 Aql,301.096461,-0.709308,-3.441,-118.101,5.68,
eta Sge,301.289554,19.991073,30.128,80,5.093,
65 Sgr,301.359729,-12.665164,7.387,-48.944,6.53,
66 Dra,301.386991,61.99542,123.312,70.696,5.408,
b01 Cyg,301.590697,35.972469,-224.924,-440.162,5.38,
17 Vul,301.722532,23.614425,15.246,0.316,5.056,
ksi Tel,301.846489,-52.880793,-15.034,11.334,4.94,
64 Aql,302.007593,-0.678184,115.435,-67.712,5.968,
del Pav,302.181703,-66.182067,1211.761,-1130.237,3.56,
kap Cep,302.222286,77.711421,11.228,24.615,4.4,
b02 Cyg,302.356746,36.83962,2.739,13.168,4.93,
tet Sge A,302.486028,20.915027,58.569,98.034,6.516,
18 Vul,302.639738,26.904168,18.674,12.599,5.507,
tet Aql,302.826188,-0.821462,35.26,5.71,3.22,
68 Dra,302.895299,62.078548,142.267,72.842,5.7,
19 Vul,302.949891,26.808991,1.48,-10.248,5.487,
ksi01 Cap,302.991242,-12.392402,-8.251,-18.278,6.34,
20 Vul,303.002923,26.478806,4.308,-9.834,5.92,
ksi Cap,303.107794,-12.617498,193.111,-195.662,5.85,
66 Aql,303.307853,-1.009363,20.765,-19.951,5.47,
30 Cyg,303.325224,46.815675,13.597,-1.396,4.819,
33 Cyg,303.349444,56.567722,61.82,82.18,4.271,
31 Cyg,303.407951,46.741323,1.744,3.39,3.8,
21 Vul,303.56054,28.694817,12.541,-19.117,5.189,
rho Aql,303.569244,15.197607,55.446,57.339,4.946,
b03 Cyg,303.633468,36.806306,68.09,69.404,4.99,
omi02 Cyg,303.868017,47.714226,0.18,-2.319,3.98,
22 Vul,303.875994,23.508903,2.852,-7.278,5.176,
23 Vul,303.942263,27.814199,-39.938,12.121,4.52,
18 Sge,304.08245,21.598702,8.806,-24.826,6.11,
3 Cap,304.095024,-12.337119,7.002,-17.209,6.299,
24 Vul,304.196192,24.671101,15.128,-17.015,5.302,
alf01 Cap,304.411955,-12.508212,21.709,1.643,4.27,Prima Giedi
P Cyg,304.446675,38.032931,-3.18,-6.45,4.82,
4 Cap,304.50582,-21.809958,34.451,-23.898,5.851,
alf02 Cap,304.513565,-12.544852,61.212,2.412,3.58,Algedi/Giedi
36 Cyg,304.619397,36.999804,40.228,20.979,5.58,
35 Cyg,304.6628,34.98277,-2.802,-4.292,5.162,
sig Cap,304.848351,-19.118525,5.034,-10.825,5.265,
71 Dra,304.90303,62.257444,13.238,19.745,5.709,
AC Dra,305.025048,68.880318,17.4,26.646,5.55,
nu. Cap,305.165899,-12.759081,14.13,-15.123,4.76,Alshat
bet02 Cap,305.193949,-14.78489,44.411,-0.637,6.1,Dabih Minor
bet01 Cap,305.252777,-14.781408,44.133,0.36,3.08,Dabih Major
25 Vul,305.514293,24.446101,0.882,-6.543,5.56,
gam Cyg,305.557091,40.256679,2.39,-0.91,2.23,SADR
kap01 Sgr,305.614592,-42.049562,40.977,-84.466,5.59,
39 Cyg,305.965057,32.190134,52.762,0.309,4.44,
kap02 Sgr,305.971569,-42.422871,-13.07,13.64,5.64,
43 Cyg,306.759447,49.383362,68.774,56.819,5.715,
pi. Cap,306.830007,-18.211694,16.56,-17.375,5.14,
40 Cyg,306.892746,38.440351,-28.342,-68.976,5.62,
75 Dra,307.060766,81.422708,32.763,16.039,5.368,
68 Aql,307.103768,-3.357791,27.242,-19.118,6.117,
rho Cap,307.21506,-17.813686,-14.98,-7.29,4.77,
42 Cyg,307.334959,36.454727,2.143,-2.223,5.899,
41 Cyg,307.348898,30.368554,6.89,-0.87,4.01,
74 Dra,307.364846,81.091276,66.19,221.144,5.96,
tet Cep,307.395438,62.99411,34.798,-13.904,4.22,
69 Aql,307.4125,-2.885528,70.287,-22.559,4.9,
omi Cap B,307.469141,-18.58636,29.266,-81.577,6.74,
omi Cap A,307.474622,-18.583183,29.058,-81.326,5.897,
ome01 Cyg,307.514754,48.951567,10.058,6.873,4.936,
1 Del,307.574836,10.895923,16.12,3.1,6.08,
44 Cyg,307.746787,36.93584,-0.623,-3.894,6.216,
ome02 Cyg,307.828402,49.220295,8.959,-32.092,5.44,
73 Dra,307.876694,74.954626,7.257,-17.26,5.185,
eps Del,308.30322,11.303266,10.915,-19.606,4.03,Aldulfin
47 Cyg,308.475783,35.250844,-3.612,-4.166,4.636,
nu. Mic,308.479469,-44.516046,11.56,-35.355,5.118,
eta Del,308.487675,13.027204,69.654,39.707,5.38,
zet Del,308.827234,14.674215,45.504,11.51,4.647,
phi01 Pav,308.895208,-60.581749,69.912,-185.861,4.745,
26 Vul,309.034745,25.882657,26.288,10.078,6.406,
70 Aql,309.181805,-2.549954,10.862,-15.416,4.88,
27 Vul,309.269468,26.461946,15.349,-11.775,5.583,
13 Cap,309.338325,-15.147338,61.508,-47.081,6.76,
48 Cyg,309.382407,31.572539,8.421,-0.62,6.304,
bet Del,309.387255,14.595089,118.09,-48.06,3.63,Rotanev
alf Ind,309.3918,-47.291501,49.24,66.53,3.11,
rho Pav,309.397135,-61.529921,59.282,-72.196,4.849,
iot Del,309.454665,11.377675,38.867,-8.609,5.418,
l Aql,309.584518,-1.105117,18.766,-19.647,4.33,
29 Vul,309.630578,21.201162,69.968,7.444,4.82,
28 Vul,309.632977,24.115959,9.807,-7.535,5.049,
tet Del,309.683277,13.315126,2.985,0.088,5.71,
kap Del,309.782445,10.086192,317.681,32.566,5.07,
tau Cap,309.81799,-14.95476,2.62,-19.46,5.24,
1 Aqr,309.85372,0.486432,96.805,-10.14,5.153,
alf Del,309.909498,15.91216,71.574,-30.655,3.8,Sualocin/Svalocin
phi02 Pav,310.010989,-60.548894,313.012,-569.473,5.121,
ups Cap,310.012268,-18.138657,-22.764,-22.17,5.1,
49 Cyg,310.260592,32.307288,3.15,-11.184,5.638,
10 Del,310.317533,14.582878,-9.462,-0.344,5.998,
mu.02 Oct,310.433757,-75.350801,156.404,-162.214,6.44,
ups Pav,310.487819,-66.760681,9.098,-23.224,5.134,
mu.01 Oct,310.512447,-76.180592,190.891,-9.479,5.977,
51 Cyg,310.552627,50.340018,2.629,3.946,5.401,
76 Dra,310.646817,82.531157,29.552,20.789,5.75,
4 Cep,310.795921,66.657447,25.393,34.362,5.6,
X Cyg,310.850799,35.587799,-6.673,-5.108,6.47,
del Del,310.864723,15.074579,-20.663,-42.983,4.417,
eta Ind,311.009725,-51.92097,156.663,-54.644,4.495,
30 Vul,311.218803,25.27063,-38.328,-185.535,4.91,
bet Pav,311.239556,-66.203211,-42.784,10.173,3.408,
eta Cep,311.322398,61.838782,86.5,818.02,3.41,
ups Cep,311.338036,57.579724,-62.32,-236,4.51,
U Del,311.367649,18.090038,10.329,-8.464,6.38,
52 Cyg,311.415638,30.719714,-8.96,23.49,4.23,
psi Cap,311.523887,-25.270898,-52.557,-156.935,4.122,
17 Cap,311.541617,-21.514036,22.22,-18.351,5.902,
eps Cyg,311.552801,33.970328,365.954,308.787,2.48,Aljanah
gam01 Del,311.661921,16.124128,-11.702,-203.994,4.96,
gam02 Del,311.664582,16.124294,-30.476,-197.504,4.25,
T Cyg,311.794801,34.374122,39.64,7.826,4.93,
lam Cyg,311.85224,36.490715,14.71,-8.96,4.54,
eps Aqr,311.918956,-9.495777,33.923,-34.936,3.77,Albali
k Aqr,311.934329,-5.0277,1.68,-40.06,4.44,
13 Del,311.951387,6.008209,8.255,-13.162,5.64,
iot Mic,312.12147,-43.988484,175.51,-118.374,5.1,
55 Cyg,312.234548,46.114134,-2.233,-2.516,4.86,
sig Pav,312.325715,-68.776521,-64.12,-49.688,5.407,
zet Ind,312.370677,-46.226827,39.432,26.204,4.882,
15 Del,312.407364,12.545127,52.776,97.02,5.991,
14 Del,312.451085,7.864187,27.028,13.204,6.318,
alf Mic,312.492004,-33.779704,15.057,-23.524,4.89,
56 Cyg,312.520548,44.059303,123.197,132.062,5.06,
4 Aqr,312.857284,-5.626631,95.47,1.78,6.07,
T Vul,312.86766,28.250505,3.401,-5.291,5.77,
iot Ind,312.875212,-51.608178,0.87,-5.177,5.044,
ome Cap,312.955377,-26.919135,-9.016,-2.048,4.12,
bet Mic,312.994841,-33.177974,7.712,-5.568,6.055,
31 Vul,313.032042,27.096944,-76.611,-56.516,4.568,
5 Aqr,313.036224,-5.507058,1.271,-5.828,5.554,
mu. Aqr,313.16347,-8.983319,45.75,-33.59,4.72,
57 Cyg,313.311495,44.387263,9.719,2.191,4.77,
BW Vul,313.593311,28.521997,0.567,-5.52,6.54,
32 Vul,313.640163,28.057624,-3.665,-1.154,5.01,
19 Cap,313.699235,-17.922894,-58.731,-17.624,5.782,
bet Ind,313.702511,-58.454156,20.79,-25.2,3.65,
17 Del,313.90287,13.721536,16.457,-11.468,5.182,
16 Del,313.910708,12.568577,39.558,27.772,5.54,
7 Aqr,314.22511,-9.697542,-5.86,-10.92,5.48,
nu. Cyg,314.293412,41.167139,9.64,-22.75,3.94,
33 Vul,314.568127,22.325907,-3.462,-4.667,5.288,
18 Del,314.608056,10.839286,-49.921,-34.509,5.506,Musica
eps Equ,314.768647,4.293478,-115.75,-151.7,5.3,
20 Cap,314.900581,-19.035278,11.081,-18.958,6.25,
f01 Cyg,314.956475,47.520934,7.857,4.065,4.75,
11 Aqr,315.141003,-4.730259,48.795,-138.18,6.192,
60 Cyg,315.295532,46.155776,7.724,1.656,5.432,
gam Mic,315.322785,-32.25773,-12.1,-13.131,4.654,
2 Equ,315.552094,7.179765,-8.14,-14.79,6.72,
zet Mic,315.74147,-38.631444,-29.489,-109.632,5.305,
12 Aqr B,316.019487,-5.823716,12.705,-5.309,7.5,
eta Cap,316.101237,-19.855092,-28.702,-25.294,4.84,
3 Equ,316.144382,5.502864,13.115,0.752,5.585,
alf Oct,316.179427,-77.023768,12.985,-369.816,5.15,
ksi Cyg,316.232759,43.927851,7.97,0.06,3.73,
mu. Ind,316.30937,-54.727041,15.421,-37.115,5.163,
4 Equ,316.361265,5.958301,-58.67,-157.653,5.94,
77 Dra,316.37194,78.126391,19.63,29.018,5.907,
tet Cap,316.486785,-17.232863,82.294,-61.654,4.07,
del Mic,316.504742,-30.125145,47.229,-64.071,5.687,
2 PsA,316.602822,-32.341619,-5.949,7.786,5.196,
eta Mic,316.606333,-41.385964,28.531,-12.09,5.505,
DT Cyg,316.626017,31.184656,3.694,-4.926,5.82,
f02 Cyg,316.650391,47.648402,6.53,-1.41,4.514,
61 Cyg A,316.724748,38.749417,4164.209,3249.614,5.21,
61 Cyg B,316.730266,38.742044,4105.976,3155.942,6.03,
24 Cap,316.781947,-25.005855,-28.09,-44.14,4.5,
chi Cap,317.140104,-21.193671,18.927,-60.119,5.316,
sig Oct,317.195265,-88.956499,26.323,4.721,5.42,Polaris Australis
27 Cap,317.387497,-20.556661,118.749,-135.722,6.242,
nu. Aqr,317.398535,-11.37169,93.613,-15.494,4.52,
gam Equ,317.585417,10.131581,45.456,-152.116,4.68,
6 Equ,317.630483,10.048913,0.982,17.687,6.057,
zet Cyg,318.234108,30.226899,-3.792,-45.429,3.21,
3 PsA,318.322197,-27.619364,98.513,-110.906,5.388,
omi Pav,318.335434,-70.126254,42.561,-21.617,5.071,
del Equ,318.620064,10.006979,42.39,-304.19,4.49,
tau Cyg,318.697885,38.045318,196.99,410.28,3.73,
phi Cap,318.907915,-20.651695,13.85,-2.682,5.152,
29 Cap,318.936843,-15.171501,23.818,4.264,5.317,
alf Equ,318.955988,5.247892,49.747,-89.846,3.933,Kitalpha
sig Cyg,319.353968,39.394681,-0.13,-3.58,4.24,
ups Cyg,319.479524,34.896896,5.667,-5.601,4.42,
eps Mic,319.484525,-32.172548,53.925,-24.129,4.708,
30 Cap,319.488693,-17.985139,16.026,-0.967,5.383,
15 Aqr,319.546136,-4.51948,12.314,12.776,5.812,
31 Cap,319.565285,-17.462253,24.222,-4.157,7.054,
68 Cyg,319.613276,43.945944,4.632,-8.487,5,
alf Cep,319.644885,62.585574,150.55,49.09,2.46,Alderamin
6 Cep,319.842584,64.871856,5.2,5.69,5.18,
tet Ind,319.966622,-53.449426,106.988,-66.461,4.483,
tet01 Mic,320.190081,-40.809617,80.022,24.88,4.82,
16 Aqr,320.267997,-4.560125,-11.042,11.206,5.848,
34 Vul,320.268307,23.855968,242.979,-119.44,5.58,
9 Equ,320.270108,7.354504,43.287,-17.67,5.798,
1 Peg,320.521664,19.80451,105.391,62.841,4.09,
iot Cap,320.56165,-16.834544,29.403,4.909,4.27,
bet Equ,320.723389,6.81114,53.843,10.742,5.148,
17 Aqr,320.73441,-9.319328,-29.458,-29.125,5.965,
33 Cap,321.039971,-20.85187,-7.726,-127.824,5.366,
18 Aqr,321.047882,-12.878109,89.281,8.432,5.476,
Y Pav,321.069791,-69.733878,9.575,-6.915,6.41,
tet02 Mic,321.103408,-41.006695,24.64,-0.25,5.775,
20 Aqr,321.215313,-3.398356,-6.189,-49.752,6.375,
19 Aqr,321.304262,-9.748557,19.521,-166.68,5.713,
21 Aqr,321.320657,-3.556746,-12.172,-70.551,5.469,
69 Cyg,321.445937,36.667384,6.785,-9.369,5.94,
gam Ind,321.56433,-54.660459,1.04,39.036,6.082,
gam Pav,321.610854,-65.366198,80.815,800.573,4.22,
zet Cap,321.666794,-22.41132,-3.867,23.703,3.74,
35 Cap,321.811757,-21.196214,-29.553,-30.168,5.76,
70 Cyg,321.839024,37.116796,2.233,1.969,5.293,
35 Vul,321.916907,27.608594,41.336,20.923,5.379,
7 Cep,321.942257,66.809097,-11.446,-20.346,5.41,
bet Cep,322.164987,70.560715,12.54,8.39,3.23,Alfirk
b Cap,322.180836,-21.80718,134.861,-5.498,4.5,
SX Pav,322.187189,-69.505384,81.67,-46.324,5.62,
5 PsA,322.265589,-31.23856,16.656,-11.816,6.5,
g Cyg,322.36229,46.540585,43.166,104.326,5.217,
2 Peg,322.487064,23.638838,24.74,3.63,4.509,
bet Aqr,322.889715,-5.571176,18.77,-8.21,2.89,Sadalsuud
ksi Gru,323.024483,-41.17931,19.357,10.764,5.286,
6 PsA,323.060707,-33.944626,-5.215,-3.775,5.958,
rho Cyg,323.495221,45.591839,-24.341,-93.511,4.02,
72 Cyg,323.694112,38.534067,112.808,99.499,4.91,
37 Cap,323.712717,-20.084261,-33.742,30.369,5.696,
W Cyg,324.010406,45.37459,62.004,0.2,5.38,
8 PsA,324.045724,-26.171516,108.006,-23.98,5.725,
7 PsA,324.203336,-33.047896,74.196,-1.798,6.099,
74 Cyg,324.237397,40.413526,-1.228,11.238,5.035,
eps Cap,324.270128,-19.466013,12.79,0.28,4.55,
3 Peg,324.431858,6.618391,58.966,-2.096,6.177,
ksi Aqr,324.437957,-7.854201,114.89,-24.434,4.69,Bunda
5 Peg,324.439292,19.318609,100.001,13.896,5.448,
9 Cep,324.4801,62.081942,-2.007,-4.293,4.73,
4 Peg,324.633085,5.771745,113.377,28.978,5.656,
24 Aqr,324.881394,-0.051141,215.367,17.077,6.63,
d Aqr,324.888613,2.243561,-30.179,-83.636,5.1,
gam Cap,325.022689,-16.662371,200.193,-9.578,3.67,Nashira
75 Cyg,325.046292,43.273837,60.9,15.491,5.086,
nu. Oct,325.368925,-77.390009,68.656,-250.044,3.728,
42 Cap,325.386912,-14.047612,-121.403,-309.977,5.18,
76 Cyg,325.392731,40.805219,-17.104,-48.37,6.075,
11 Cep,325.480452,71.311463,111.84,92.204,4.55,
41 Cap,325.502904,-23.262857,91.684,-95.143,5.24,
V460 Cyg,325.504512,35.5102,4.263,1.479,5.84,
pi.01 Cyg,325.523602,51.189622,5.29,-1.78,4.66,Azelfafage
26 Aqr,325.542135,1.285254,-3.918,-8.35,5.641,
7 Peg,325.56438,5.680139,10.855,-5.422,5.301,
77 Cyg,325.595662,41.07702,23.48,-1.02,5.726,
kap Cap,325.664617,-18.866321,146.354,-8.343,4.726,
78 Dra,325.766847,72.320085,-43.513,-39.985,5.173,
44 Cap,325.768321,-14.39971,-5.482,19.833,5.879,
79 Cyg,325.856885,38.283591,34.385,-4.263,5.695,
mu. Cep,325.876921,58.780044,5.36,-3.51,4.08,Herschel's Garnet Star/Erakis
45 Cap,326.004017,-14.749372,-24.11,9.821,5.949,
mu.01 Cyg,326.035787,28.742606,277.4,-251.1,4.7,
eps Peg,326.046484,9.875009,26.92,0.44,2.39,Enif
9 Peg,326.127899,17.350016,8.66,-11.33,4.35,
kap Peg,326.161397,25.645038,48.13,14.29,4.135,
iot PsA,326.236707,-33.025782,31.169,-94.291,4.34,
c Cap,326.251061,-9.082427,13.438,-1.9,5.079,
nu. Cep,326.362186,61.120805,-3.74,-2.1,4.29,
12 Peg,326.518181,22.948879,8.299,-2.478,5.266,
47 Cap,326.567789,-9.275935,18.355,7.562,6,
lam Cap,326.633738,-11.365955,29.007,-9.42,5.567,
pi.02 Cyg,326.698368,49.30957,2.77,-2,4.18,
del Cap,326.760184,-16.127287,261.7,-296.7,2.83,Deneb Algedi
11 Peg,326.808175,2.686123,6.939,-3.361,5.624,
12 Cep,326.855397,60.692689,-9.94,-2.3,5.514,
tet PsA,326.933958,-30.898306,-34.4,-0.08,5.017,
14 Peg,327.461226,30.174212,18.339,-26.378,5.069,
13 Peg,327.53607,17.285695,101.076,-30.214,5.336,
omi Ind,327.696563,-69.629374,-24.451,-4.913,5.505,
lam Oct,327.727348,-82.718901,68.14,-31.86,5.29,
15 Peg,328.124653,28.793542,-59.169,-61.603,5.53,
16 Peg,328.265701,25.925136,8.79,-1.06,5.081,
mu. Cap,328.324043,-13.551768,310.526,12.627,5.08,
gam Gru,328.482151,-37.364872,110.445,-17.161,3.01,Aldhanab
13 Cep,328.721474,56.611226,-3.825,-2.638,5.8,
pi. Ind,329.058568,-57.899588,17.566,7.718,6.168,
VV Cep,329.163089,63.62555,-1.066,-0.425,4.9,
17 Peg,329.234884,12.076494,-27.948,-13.881,5.533,
del Ind,329.479473,-54.992576,41.94,-3.93,4.4,
kap01 Ind,329.62533,-59.012145,4.957,30.208,6.141,
16 Cep,329.812363,73.179895,-67.994,-160.076,5.04,
18 Peg,330.033021,6.717447,16.209,0.531,6,
eta PsA,330.209272,-28.45374,15.57,-1.03,5.43,
28 Aqr,330.270897,0.604718,6.765,-10.993,5.597,
20 Peg,330.272296,13.119838,55.173,-61.043,5.599,
19 Peg,330.288476,8.257166,-8.608,-0.975,5.633,
14 Cep,330.519052,58.000364,-3.096,-2.611,5.542,
29 Aqr,330.609371,-16.964835,,,6.39,
30 Aqr,330.818575,-6.522407,45.517,8.126,5.543,
omi Aqr,330.828517,-2.155363,24.66,-11.16,4.69,
21 Peg,330.829302,11.386548,17.08,-2.826,5.822,
eps Ind,330.840223,-56.785978,3966.661,-2536.192,4.69,
ksi Cep A,330.947665,64.627971,212.563,89.058,4.45,
18 Cep,330.970737,63.119921,37.041,58.292,5.3,
15 Cep,330.974407,59.814574,-3.36,-2.495,6.708,
